6828c825-aeac-44d0-b204-8d8cc64c84d6 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
97df24a1-0bb0-4ca1-bec8-de1b921186bd Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;
3852157d-fd29-49be-8214-b5ccf6b5f92d Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium;
58942b19-835f-4aa5-bb7c-92e3ad5e5f77 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;
f1e54830-d88a-435c-9199-96a158b53978 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;
5867eacd-d0d5-4705-a906-844820d1b196 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Neomicrococcus;
7baf61ab-99ad-4080-907e-9afe55af6d26 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;
150c9f66-c00e-440d-8c62-5b2ce3ebaccd Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;
490d20b7-f3bd-4000-85f9-d69a2c0f16e8 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
f35d5f55-24e7-4216-bb5d-b59e81d33f94 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;
ced31aab-514a-41ae-bfb5-bf89a6dfcc7b Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
7d56a4ba-8f4e-48c9-a03e-dab76cb9039a Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
d6485185-3b3e-4d97-8af9-6041ec1ef5b9 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
e37782f8-5b29-4827-9ee0-2d42b1ba2256 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
85bbda59-51f6-4a52-8ea9-f98663ae790a Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;
170b8d3a-e7f2-48f6-8943-3f988ac7f6ec Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;
5a975fc9-fe64-494b-86b8-fa354e6dffd7 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
9e84d433-1b48-4b22-839e-cd93e29bfb1e Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;
dfbe6c98-60be-4aaf-b352-32f28bf95599 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
0973531b-17e3-42a2-ba34-2d859f71f0e8 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;
9da7fcca-6b10-47ac-8ae6-9dd7e2200bec Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia;
cbd32ffe-c1cc-4772-8eb4-3aa5b87aab2e Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
5e497894-7152-4967-8531-169d7a746ee8 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;
231e77ba-e681-4e6f-a32a-d33c8b6e5d2d Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
08ecf87b-e8db-4f35-b610-ad5cfe8e1465 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;
fdb1a408-c6d2-4135-8cfe-ccae6a100cab Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;
6689bc0e-f772-4396-860f-2e9734593acd Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
831e3abc-bbcf-4316-ab7d-6c6e49ec9fb8 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;
8f673871-a966-4a84-a86a-7660651975bc Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;
fdb39c39-c013-4712-912e-536195cc6ee4 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yokenella;
7d4fb062-62a5-47ea-bf13-301d0131f2fa Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
1de108e9-3ac1-42b7-868d-7733c1845e30 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;
48e94a4c-7d71-409d-b0c3-336ce8dc9dcf Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
155cac4d-c97d-4696-b9d2-f4ed99d54671 Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Hemipteriphilus;
fc341178-d37d-4fad-88f0-010d84c470be Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;
085ad207-11ea-4018-9716-500a9dc75478 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;
7f9ec8d8-e5d3-4ef8-8551-1c07331be0e3 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
eb0067b3-e754-4b34-9c3e-8f5ec94509b7 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;
bd8ebda1-c1a8-4b65-89bd-0ad76220b36d Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;
1cdbfc3f-b516-4f69-b8f2-72fa20bb8c5f Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
e155b10f-4ad2-4b76-9fff-fa903a1a341d Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter;
36ca8224-cde0-4ced-9eeb-f8f0c57acd28 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;
4ea59416-ccf4-44fa-a26d-b817de6822a7 Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
f741332d-e06c-4abd-b595-89fd5ab11cfb Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
