d319411a-15a2-43a6-a87d-5216911cf23a Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;
9e84d433-1b48-4b22-839e-cd93e29bfb1e Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;
9a6529ad-6150-4ffc-982c-dd4266fdd98a Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
03834e77-8ab5-42eb-a049-eb80cfc641e5 Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;
428ec6b2-f7ec-4c81-b4a7-a19eeea0bde9 Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
e060e151-d0b1-4eab-b483-f7dca62c36a3 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
d2a72b5a-a9a3-43bd-b3bc-f72fca851120 Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;
39df7797-b376-4409-a6e5-951727327ec1 Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;
9da7fcca-6b10-47ac-8ae6-9dd7e2200bec Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia;
cbd32ffe-c1cc-4772-8eb4-3aa5b87aab2e Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
5e497894-7152-4967-8531-169d7a746ee8 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;
231e77ba-e681-4e6f-a32a-d33c8b6e5d2d Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
fdb1a408-c6d2-4135-8cfe-ccae6a100cab Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;
6689bc0e-f772-4396-860f-2e9734593acd Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
831e3abc-bbcf-4316-ab7d-6c6e49ec9fb8 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;
1de108e9-3ac1-42b7-868d-7733c1845e30 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;
48e94a4c-7d71-409d-b0c3-336ce8dc9dcf Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
fc341178-d37d-4fad-88f0-010d84c470be Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;
2d248e28-bd34-44e0-983a-fefc27771095 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;
7f9ec8d8-e5d3-4ef8-8551-1c07331be0e3 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
1cdbfc3f-b516-4f69-b8f2-72fa20bb8c5f Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
36ca8224-cde0-4ced-9eeb-f8f0c57acd28 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;
62a42554-bd53-43d9-a586-46d76868ea9d Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;
042f51b2-aa06-4d48-a845-eccf3033f92f Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;
05622c2f-a525-44e2-9c6d-29f87af45e18 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
bf7dd8d2-78d6-425c-80b6-f6262e767755 Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
22d93d9e-d750-4e32-a5f5-c11c7419cbbc Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;
98564e6f-10bc-4c25-8412-008dbfe7a06c Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;
e599aa6d-e732-4328-931f-71ceebe98425 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
edfd1262-77cc-4992-85f7-79f9670f5e20 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
5aeb06c5-885e-4bf6-966d-3ff6f873f30b Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
33ec46dd-48aa-4290-877b-93738e12f245 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
eab266fa-4810-4c7f-8e33-7a55b3e0e1e3 Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
d50c13f2-d8a2-497c-b097-b48fe93b8ba4 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
7338d9fb-a905-4a92-a7da-fa8bb7479979 Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;
f72c8f1f-b2cf-4156-a028-b1285a1e1a79 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
e8745fbe-4ff7-45c7-ba55-9e54830578f2 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;
c9a762d9-53ed-40d7-917c-6141f44af46b Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
9e7976f1-22a4-466a-b7ae-af94cf974c02 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
8fff94a6-6412-45eb-bd42-f665d38a3987 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
30793c67-849c-4bf6-8e66-a355b4d62515 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
b24e99bb-b227-4fdf-bcb0-1a86eed52ea6 Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
5ad33b7e-491f-439f-8545-c3a0ff515231 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
29dc52b0-c759-49ba-8803-2a90e21b4f0a Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
6fbe785f-5b22-47ba-a4fb-3a0617b692c9 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
ca38e0d7-2eed-4a1f-a722-98bd56e4e237 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
78f0e689-88d5-42ee-a806-bf9c1896cd05 Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
c907476f-3e45-4e61-b595-7b11b8b9a77d Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
f9749f32-6d96-4b26-b742-5ffe65e308c5 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;
48c11b42-2f1f-4d8d-8f1c-26af18f06ccc Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
3e854820-ea5a-493a-aa4c-efc6d0b0b284 Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
6a0ae2dd-1d99-4310-8fa3-ae86a3c7acd4 Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;
636dc557-9cec-405e-850d-297de693a02e Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
a34f2e28-b431-41e5-98dc-d03e8b6d3289 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
b6b0ac8f-e0aa-46fb-b8db-c6ffa5468899 Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
cac72a42-d3da-4ea4-a619-1d288e26e865 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;
19753376-bd8f-49a4-b2c2-c858e3e4d24e Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
8a944a48-23fe-4aaf-8ff8-e9784cc902f2 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
4fcecd99-0e24-4734-8307-99b6d62e99ca Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;
50a7dde4-a1e2-4940-bc6d-68d4825dec31 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
bb7e3506-2012-46c6-a502-1a99f616d406 Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
5767171d-0bbd-4fff-9b88-f384f70fcc5f Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus;
24bf3690-87fe-4c57-a810-292c8e200aac Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
459ba8ef-4858-4bf0-8bb2-4e119788f10b Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;
6a8b40af-2b9f-4402-a295-4e1e9b6348f8 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;
883324ff-10ed-459c-9430-07a270b560dc Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;
d87dfb76-dc30-422d-b0bc-3558cf29bdbf Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Scytonema UTEX 2349;
b1420e1c-083e-422a-bac1-6f68a3bc9786 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
b40a45ab-f488-4bba-bdee-9a874cc8486f Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Allisonella;
22699408-fe37-4ea5-b8ae-84b68b306b52 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Luteococcus;
16f4bd69-70cd-4d89-b242-f6a9504d43c2 Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
9507a26b-f324-4c16-8231-b0ed1b63fb10 Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;
1cc3f8f1-e74a-4570-bc13-d9fd3cb0668e Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
11ade04d-8261-45b5-bc94-9d2e2ec108dd Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
a6b063e0-0e62-4045-b6b2-0589446decc2 Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
a579aac2-6191-4fb8-a6a8-b04168d3e1b7 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella;
79fb0f35-1fae-46b0-bcb3-467cfd0205a8 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
1e7aac71-a915-408a-86e8-7b2cfcf66376 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;
f4c29161-1573-4546-ab24-f3457e1482e5 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
d2f0c598-eb1b-4c51-8fe1-a7dd33876dba Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;
d734b6cd-9ac3-4d5d-b187-c0cb6279a97f Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
39b9e418-b797-4185-b016-da73d79227cc Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
5b528c54-09d7-4d40-9925-dc0d5c838527 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudoglutamicibacter;
e713f1b2-0ffd-4eb3-a837-3d876d35636b Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
f6a40853-d76f-4b87-b88b-75c2d5a805fa Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;
305b45c9-c0f6-47d9-8d4a-b7583a65d57a Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;
0933d527-764f-4fb0-8d8a-44502614ef22 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
9488f8c3-fa40-42d2-a8bb-e7507d01a59b Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
13cda43c-3df5-4e85-8db1-e95c4b31c4e7 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;
8938c60f-05f9-4c91-9e48-c3dd36a53321 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
7931fbba-0cb8-46ad-84d9-494edee72e52 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
14992421-afa8-47c6-92c6-98bdc0c5a117 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
44d5f851-ea25-4d42-a803-a56b4dbd5962 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;
aaba6d33-e279-447c-81d7-fc70fc1f1886 Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;
96876290-4a23-4902-9069-506841d07c28 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
e7345975-6aab-4cea-86b2-e2d0107e7ede Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;
b2709527-5315-4ec9-ad18-da6e8ad5a78b Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
9fc12185-4d20-43a7-be18-2a0a7a51196b Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
2a8b5cad-da7d-4265-aa7f-b83240ef4cb8 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
953d9503-a1ae-4119-926b-71033fcffa0d Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus;
e0311c73-02d3-4e1d-87f6-acf7543167b4 Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;
d0e1d319-2393-44bc-8e92-4a11af3299a1 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
d913bab9-9e91-4a34-b9bb-a2b53fa5d4b9 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;
b08b958a-b2fb-4b25-83d9-73c63f2a9c52 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
8b7ac638-15a7-4d38-833d-749e749ffc57 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
75fab9fd-2bd4-492e-a6dc-8cf00e7e1913 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Actinobacillus;
ef7f7ec2-ad1c-4e82-85e1-d46390be605b Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
c8e359f9-adef-4227-9b19-2872a5d84c96 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
c36f60a7-90f2-416b-a869-c5f31f6d280b Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
c5233bff-abc0-4ab7-a0b1-86259484dceb Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
52b8dcad-7972-42aa-9126-95afae32ee39 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
e03b97aa-7d48-4101-b1b8-0e9546bdfe72 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
f85e9ccc-dfab-4de4-bb63-e0a9b2a464d6 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
fdebdc3a-5b72-42e5-a094-ef66936309f0 Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
7d6cf03c-a61d-4176-a63c-4585cb845d01 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
1cea0da0-a0b6-454f-9ae2-dac385c1c3fe Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
88b1200d-3baa-4cbf-889e-05d77ca8c7e9 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;
ea951132-f6a3-421c-a3c6-6f94f49fa2a2 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
fc6b0f8a-f4e7-4b6e-92f7-f53f3ae6764b Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia;
e4d5ed70-f159-48e4-9154-4c7396ac1cb4 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;
2f9d5bff-3461-4cbd-8f55-d56266bc9f37 Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
9af6ce0d-3e9b-4689-aa5d-6cd964370775 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
39c947d5-fce2-40c4-b4b6-0a12a8276b11 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;
740af4dd-9893-4787-b0c3-25c88fcbec89 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
2ad517df-cff1-47fa-af89-fbc3e7ff461d Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;
c69f2753-f88c-4d1c-a045-4f8156fed53a Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;
8c5c7abe-e97d-4c7d-bcbe-8654445c5c26 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;
ac347e5f-6ec3-420a-a9fd-a4db653c9e66 Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;
d133410c-5317-45e8-bc92-5d48e3c93c95 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
db815f55-6882-4c71-9c2a-88dd8e1b95dd Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
ae7f5976-149e-4499-a397-1b28d770bcab Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
35873e38-e3c4-4fc9-9ec0-eec0e687ae4b Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
52755bc2-7456-4818-90ba-4ab386ee656f Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
638f633b-1843-46e4-a789-4d95ec7a577b Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;
0e8504cc-3ee4-4c4c-a887-83dbad20c08b Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
ddf3507f-2a6c-4f39-b554-887bae4b4781 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;
acaafe0c-0834-40f6-ada5-eb69fdd53939 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
a9bb9b30-8dd3-4f15-9359-15e3d8162950 Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;
17962c84-8459-4d6f-9b74-7736fef81396 Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
66a431ee-8961-488e-8683-7c308a834fd3 Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
365102ab-fd24-4e6f-973c-e0fc8555181d Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
8d94f422-ed7d-4b72-bcc9-6c3bc963903b Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
509efedb-36d9-47e4-b2d4-36fa09625b3e Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;
eccee0da-60b3-4d9d-a219-9d6a2c4c546e Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
8b070c46-4c57-4d59-bb29-e2b9178963a9 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
205536b4-a08c-429d-a400-c1c3bfcd1a93 Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;
75ceb07b-d5f7-4a7d-8784-a8cd9fae3097 Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;
78f3dd8f-e63a-49f7-844c-b29e7bbc0e2b Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
42000c7b-e4b2-42bd-9085-15d78f11156c Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;
57248161-f00b-41df-a725-7cc397e1b0f8 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
1e128b4f-8151-4d6f-962b-49711e16cec8 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
7bca2ae8-86e4-4d70-8fc2-8e3f50e04639 Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
0bb977be-9890-4d5e-bb94-be0984e5963d Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
c6719998-a760-4667-812c-42482f9a803e Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
63488a93-543b-4379-9420-04d4808f22e7 Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
d5472885-c3d5-4d40-a162-dc71a34b1e43 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
67853b37-a9be-4f5f-a589-65b94cb20263 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;
c083ddf3-d4db-41d5-ae0f-02f0d044802b Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agreia;
4535e7f5-d65d-4c1a-af05-9021984ff36f Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;
48226c27-232b-488d-b3bf-07d900f9f2c3 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
ba3f29f4-1045-44fd-af9d-764be692ad8d Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
d4a27324-fc17-4688-9742-ce9e63cc658f Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
f2da2e14-dbf7-4893-b109-16dc53a1abbd Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
c85c1335-4161-476b-9535-6f76d46d53ed Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Auricoccus-Abyssicoccus;
aedb86d2-d597-46f6-94d7-3a6e1fc80ea2 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
4dde6d46-ddbe-4803-9e72-ebc0a52ad36c Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
1fd71d05-74a4-4ddd-8f8d-ddbe88a64748 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter;
0249a2e0-9a6f-404f-8d2e-246c9b557efe Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
d13d9b36-3347-421f-8a0e-7ef57952f222 Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
