6968c26f-72c8-4ec2-ac77-53316b9155f9 Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
6828c825-aeac-44d0-b204-8d8cc64c84d6 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
58942b19-835f-4aa5-bb7c-92e3ad5e5f77 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;
f1e54830-d88a-435c-9199-96a158b53978 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;
7baf61ab-99ad-4080-907e-9afe55af6d26 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;
db87d20b-4a3e-4b08-9ac6-aeea327d6e14 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;
f35d5f55-24e7-4216-bb5d-b59e81d33f94 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;
754bd8df-37af-4245-97fe-d79d1f8ab7ad Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;
ced31aab-514a-41ae-bfb5-bf89a6dfcc7b Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
fab2c9bd-69af-4bb7-a1a9-56f69932ca5b Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
d6485185-3b3e-4d97-8af9-6041ec1ef5b9 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;
e37782f8-5b29-4827-9ee0-2d42b1ba2256 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
76c7a5b1-b0db-4d88-80ea-175ee3a65520 Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;
5a975fc9-fe64-494b-86b8-fa354e6dffd7 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
9e84d433-1b48-4b22-839e-cd93e29bfb1e Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;
dfbe6c98-60be-4aaf-b352-32f28bf95599 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;
83406a3f-91f7-42f4-94a9-4e486abbdda2 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;
e08d7482-bf9b-49b9-9f8e-d64bd34fe458 Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
428ec6b2-f7ec-4c81-b4a7-a19eeea0bde9 Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
531cdf86-4c1e-4640-bce9-98fe2f19a396 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;
0bff042f-2aca-4c4a-913d-4a5148eda4d1 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;
5e497894-7152-4967-8531-169d7a746ee8 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;
231e77ba-e681-4e6f-a32a-d33c8b6e5d2d Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
98da951b-4122-46b1-bc00-212fcb6f2c89 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;
fdb1a408-c6d2-4135-8cfe-ccae6a100cab Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;
6689bc0e-f772-4396-860f-2e9734593acd Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
